timestamp,us,sy,idle,avm,fre,tps,ipkts,opkts
2025-05-12 10:50:00+00:00,63.439,21.0,43.0,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 10:55:00+00:00,62.50816666666667,21.0,43.0,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 11:00:00+00:00,61.577333333333335,21.0,43.0,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 11:05:00+00:00,60.6465,21.0,43.0,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 11:10:00+00:00,64.20578571428571,20.928571428571427,43.857142857142854,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 11:15:00+00:00,62.931382978723406,21.659574468085108,43.51063829787234,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 11:20:00+00:00,62.218244444444444,22.08888888888889,43.355555555555554,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 11:25:00+00:00,62.91106382978724,21.595744680851062,43.57446808510638,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 11:30:00+00:00,63.50121739130435,21.47826086956522,43.5,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 11:35:00+00:00,63.25757446808511,21.19148936170213,43.255319148936174,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 11:40:00+00:00,62.826543478260874,22.26086956521739,43.15217391304348,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 11:45:00+00:00,62.30272340425532,22.46808510638298,43.12765957446808,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 11:50:00+00:00,62.63754347826087,21.717391304347824,43.108695652173914,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 11:55:00+00:00,63.38302127659574,21.02127659574468,43.297872340425535,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 12:00:00+00:00,64.12271739130435,21.23913043478261,43.45652173913044,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 12:05:00+00:00,62.295978723404254,21.51063829787234,43.723404255319146,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 12:10:00+00:00,62.93558695652173,21.52173913043478,43.23913043478261,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 12:15:00+00:00,63.15823404255319,21.404255319148938,43.638297872340424,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 12:20:00+00:00,63.385446808510636,21.425531914893618,43.51063829787234,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 12:25:00+00:00,63.73510638297873,21.19148936170213,43.4468085106383,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 12:30:00+00:00,63.96217777777778,21.488888888888887,43.24444444444445,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 12:35:00+00:00,63.100361702127664,21.404255319148938,43.4468085106383,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 12:40:00+00:00,63.79404761904762,21.738095238095237,42.976190476190474,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 12:45:00+00:00,62.36993181818182,22.681818181818183,43.56818181818182,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 12:50:00+00:00,62.809533333333334,22.533333333333335,42.9,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 12:55:00+00:00,63.30114705882353,21.941176470588236,43.11764705882353,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
2025-05-12 13:00:00+00:00,63.74751063829787,21.06382978723404,43.319148936170215,0.0,0.0,0.756578947368421,311777396.552381,470114165.37142855
