timestamp,us
2025-05-12 10:50:00+00:00,63.439
2025-05-12 10:55:00+00:00,62.50816666666667
2025-05-12 11:00:00+00:00,61.577333333333335
2025-05-12 11:05:00+00:00,60.6465
2025-05-12 11:10:00+00:00,64.20578571428571
2025-05-12 11:15:00+00:00,62.931382978723406
2025-05-12 11:20:00+00:00,62.218244444444444
2025-05-12 11:25:00+00:00,62.91106382978724
2025-05-12 11:30:00+00:00,63.50121739130435
2025-05-12 11:35:00+00:00,63.25757446808511
2025-05-12 11:40:00+00:00,62.826543478260874
2025-05-12 11:45:00+00:00,62.30272340425532
2025-05-12 11:50:00+00:00,62.63754347826087
2025-05-12 11:55:00+00:00,63.38302127659574
2025-05-12 12:00:00+00:00,64.12271739130435
2025-05-12 12:05:00+00:00,62.295978723404254
2025-05-12 12:10:00+00:00,62.93558695652173
2025-05-12 12:15:00+00:00,63.15823404255319
2025-05-12 12:20:00+00:00,63.385446808510636
2025-05-12 12:25:00+00:00,63.73510638297873
2025-05-12 12:30:00+00:00,63.96217777777778
2025-05-12 12:35:00+00:00,63.100361702127664
2025-05-12 12:40:00+00:00,63.79404761904762
2025-05-12 12:45:00+00:00,62.36993181818182
2025-05-12 12:50:00+00:00,62.809533333333334
2025-05-12 12:55:00+00:00,63.30114705882353
2025-05-12 13:00:00+00:00,63.74751063829787
2025-05-12 13:05:00+00:00,63.61675555555556
2025-05-12 13:10:00+00:00,62.9101282051282
2025-05-12 13:15:00+00:00,62.23613043478261
2025-05-12 13:20:00+00:00,63.43739130434783
2025-05-12 13:25:00+00:00,62.846936170212764
2025-05-12 13:30:00+00:00,63.15893548387096
2025-05-12 13:35:00+00:00,63.64444927536231
2025-05-12 13:40:00+00:00,64.22576086956522
2025-05-12 13:45:00+00:00,61.153354838709674
2025-05-12 13:50:00+00:00,62.86485106382979
2025-05-12 13:55:00+00:00,61.86333404255319
2025-05-12 14:00:00+00:00,60.86181702127659
2025-05-12 14:05:00+00:00,59.860299999999995
2025-05-12 14:10:00+00:00,63.14819047619048
2025-05-12 14:15:00+00:00,62.69967032967033
2025-05-12 14:20:00+00:00,63.40582089552238
2025-05-12 14:25:00+00:00,64.1022564102564
2025-05-12 14:30:00+00:00,62.77268
2025-05-12 14:35:00+00:00,63.32364150943397
2025-05-12 14:40:00+00:00,64.37575
2025-05-12 14:45:00+00:00,63.6568813559322
2025-05-12 14:50:00+00:00,62.767892857142854
2025-05-12 14:55:00+00:00,63.34791666666667
2025-05-12 15:00:00+00:00,63.71740677966102
2025-05-12 15:05:00+00:00,63.41924590163934
2025-05-12 15:10:00+00:00,64.44708888888889
2025-05-12 15:15:00+00:00,63.626290322580644
2025-05-12 15:20:00+00:00,62.89675
