timestamp,ipkts,opkts
2025-05-12 22:30:00+00:00,312205549.3541667,470549371.7625
2025-05-12 22:35:00+00:00,312210804.25609756,470554686.6544715
2025-05-12 22:40:00+00:00,312216013.0982906,470559941.9444444
2025-05-12 22:45:00+00:00,312221222.17695475,470565212.2757202
2025-05-12 22:50:00+00:00,312226483.2916667,470570524.9
2025-05-12 22:55:00+00:00,312231698.8518519,470575810.0617284
2025-05-12 23:00:00+00:00,312236962.2708333,470581126.2375
2025-05-12 23:05:00+00:00,312242191.39506173,470586423.56790125
2025-05-12 23:10:00+00:00,312247356.83966243,470591674.56962025
2025-05-12 23:15:00+00:00,312252480.1458333,470596859.5125
2025-05-12 23:20:00+00:00,312257483.9041096,470601914.44292235
2025-05-12 23:25:00+00:00,312262392.6,470606883.88
2025-05-12 23:30:00+00:00,312267478.49382716,470612027.56378603
2025-05-12 23:35:00+00:00,312272443.69953054,470617059.9906103
2025-05-12 23:40:00+00:00,312277363.74390244,470622044.1910569
2025-05-12 23:45:00+00:00,312282571.781893,470627329.51028806
2025-05-12 23:50:00+00:00,312287641.38396627,470632467.0464135
2025-05-12 23:55:00+00:00,312292740.30452675,470637625.7037037
2025-05-13 00:00:00+00:00,312297441.0307692,470642340.0769231
2025-05-13 00:05:00+00:00,312303819.7356322,470647716.045977
2025-05-13 00:10:00+00:00,312308016.5268817,470651793.24731183
2025-05-13 00:15:00+00:00,312311535.1782946,470655378.248062
2025-05-13 00:20:00+00:00,312314915.16071427,470658832.41071427
2025-05-13 00:25:00+00:00,312319087.0508475,470663084.30508476
2025-05-13 00:30:00+00:00,312323470.3627451,470667520.95098037
2025-05-13 00:35:00+00:00,312328268.5864979,470672375.1940928
2025-05-13 00:40:00+00:00,312333511.6178862,470677675.11382115
2025-05-13 00:45:00+00:00,312338858.8313253,470683074.5180723
2025-05-13 00:50:00+00:00,312344213.4819277,470688484.2931727
2025-05-13 00:55:00+00:00,312349582.61445785,470693900.5502008
2025-05-13 01:00:00+00:00,312354601.3828829,470698954.0945946
2025-05-13 01:05:00+00:00,312358994.07575756,470703399.52020204
2025-05-13 01:10:00+00:00,312363041.8055556,470707506.09444445
2025-05-13 01:15:00+00:00,312366241.3504273,470710755.38461536
2025-05-13 01:20:00+00:00,312369342.4347826,470713962.4782609
2025-05-13 01:25:00+00:00,312372538.3962264,470717227.2893082
2025-05-13 01:30:00+00:00,312376708.4234234,470721473.3873874
2025-05-13 01:35:00+00:00,312381419.4861111,470726248.8101852
2025-05-13 01:40:00+00:00,312384654.0,470729556.8627451
2025-05-13 01:45:00+00:00,312386430.7592593,470731427.7592593
2025-05-13 01:50:00+00:00,312388236.3888889,470733321.462963
2025-05-13 01:55:00+00:00,312390185.1666667,470735346.9848485
2025-05-13 02:00:00+00:00,312393228.54545456,470738444.31313133
2025-05-13 02:05:00+00:00,312396979.7592593,470742254.4506173
2025-05-13 02:10:00+00:00,312400219.47008544,470745588.4102564
2025-05-13 02:15:00+00:00,312403240.20155036,470748680.4496124
2025-05-13 02:20:00+00:00,312407462.1004016,470752948.9116466
2025-05-13 02:25:00+00:00,312412876.9718875,470758414.6666667
2025-05-13 02:30:00+00:00,312418274.5140562,470763870.2248996
2025-05-13 02:35:00+00:00,312423636.0763052,470769295.35341364
2025-05-13 02:40:00+00:00,312428983.4308943,470774690.72357726
2025-05-13 02:45:00+00:00,312434313.4859438,470780083.4056225
2025-05-13 02:50:00+00:00,312439670.1044177,470785492.00803214
2025-05-13 02:55:00+00:00,312445023.39759034,470790900.6987952
2025-05-13 03:00:00+00:00,312484044.6268657,470810112.0199005
2025-05-13 03:05:00+00:00,312507560.6614583,470826982.6302083
2025-05-13 03:10:00+00:00,312512454.1032864,470832764.685446
2025-05-13 03:15:00+00:00,312516933.1111111,470837504.55026454
2025-05-13 03:20:00+00:00,312521164.78,470842755.91333336
2025-05-13 03:25:00+00:00,312524575.3333333,470846498.8888889
2025-05-13 03:30:00+00:00,312526958.0625,470848985.7291667
2025-05-13 03:35:00+00:00,312528857.1296296,470850980.462963
2025-05-13 03:40:00+00:00,312530968.61333334,470853206.85333335
2025-05-13 03:45:00+00:00,312534633.5652174,470857047.5458937
2025-05-13 03:50:00+00:00,312539575.97008544,470862128.32051283
2025-05-13 03:55:00+00:00,312544822.32067513,470867516.0759494
2025-05-13 04:00:00+00:00,312553096.93162394,470883289.84615386
2025-05-13 04:05:00+00:00,312560260.4177215,470895119.10126585
2025-05-13 04:10:00+00:00,312565529.7905983,470900521.517094
2025-05-13 04:15:00+00:00,312570671.0,470905785.9350649
2025-05-13 04:20:00+00:00,312575912.2742616,470911154.0042194
2025-05-13 04:25:00+00:00,312590584.4358974,470940390.75213677
2025-05-13 04:30:00+00:00,312614358.1788618,470989046.8780488
2025-05-13 04:35:00+00:00,312619631.50617284,470994406.95473254
2025-05-13 04:40:00+00:00,312624872.77916664,470999708.32916665
2025-05-13 04:45:00+00:00,312630132.06995887,471005030.0205761
2025-05-13 04:50:00+00:00,312635375.7407407,471010332.037037
2025-05-13 04:55:00+00:00,312640615.19341564,471015641.127572
2025-05-13 05:00:00+00:00,312645884.90295357,471020978.6919831
2025-05-13 05:05:00+00:00,312651038.6458333,471026190.65416664
2025-05-13 05:10:00+00:00,312656255.16049385,471031459.47325104
2025-05-13 05:15:00+00:00,312661225.6574074,471036495.6481481
2025-05-13 05:20:00+00:00,312666043.412037,471041372.5787037
2025-05-13 05:25:00+00:00,312671059.345679,471046465.1893004
2025-05-13 05:30:00+00:00,312676308.40833336,471051765.8333333
2025-05-13 05:35:00+00:00,312681572.7654321,471057115.3333333
2025-05-13 05:40:00+00:00,312686841.1707317,471062451.60162604
2025-05-13 05:45:00+00:00,312692113.05349797,471067774.090535
2025-05-13 05:50:00+00:00,312697424.9670782,471073131.83950615
2025-05-13 05:55:00+00:00,312702722.8577236,471078494.8577236
2025-05-13 06:00:00+00:00,312708020.4238683,471083842.47325104
2025-05-13 06:05:00+00:00,312712999.8888889,471088883.8518519
2025-05-13 06:10:00+00:00,312718122.26748973,471094067.95473254
2025-05-13 06:15:00+00:00,312723364.5301205,471099359.39759034
2025-05-13 06:20:00+00:00,312728727.1522634,471104789.1522634
2025-05-13 06:25:00+00:00,312734008.4032922,471110133.4650206
2025-05-13 06:30:00+00:00,312739246.12083334,471115428.84583336
2025-05-13 06:35:00+00:00,312744491.80658436,471120721.4197531
2025-05-13 06:40:00+00:00,312749743.81666666,471126040.3
2025-05-13 06:45:00+00:00,312754921.65822786,471131277.7004219
2025-05-13 06:50:00+00:00,312759859.47619045,471136271.4
2025-05-13 06:55:00+00:00,312764761.3333333,471141220.3375527
2025-05-13 07:00:00+00:00,312769902.9004329,471146422.3030303
2025-05-13 07:05:00+00:00,312774641.5124378,471151231.3333333
2025-05-13 07:10:00+00:00,312779352.8513514,471156004.1666667
2025-05-13 07:15:00+00:00,312784372.7,471161076.1666667
2025-05-13 07:20:00+00:00,312789502.94372296,471166255.35930735
2025-05-13 07:25:00+00:00,312794610.32916665,471171426.79583335
2025-05-13 07:30:00+00:00,312799685.4177778,471176563.9688889
2025-05-13 07:35:00+00:00,312803233.5833333,471180173.25
2025-05-13 07:40:00+00:00,312805807.1296296,471182836.0555556
2025-05-13 07:45:00+00:00,312809525.93607306,471186614.1461187
2025-05-13 07:50:00+00:00,312814221.81313133,471191378.03535354
2025-05-13 07:55:00+00:00,312818693.7263682,471195920.1044776
2025-05-13 08:00:00+00:00,312823042.47540987,471200321.13114756
2025-05-13 08:05:00+00:00,312827374.8125,471204715.1145833
2025-05-13 08:10:00+00:00,312831164.02272725,471208559.4015151
2025-05-13 08:15:00+00:00,312834812.7627119,471212273.44067794
2025-05-13 08:20:00+00:00,312837445.8055556,471214949.5833333
2025-05-13 08:25:00+00:00,312838813.6666667,471216413.5714286
2025-05-13 08:30:00+00:00,312841410.6666667,471219116.2222222
2025-05-13 08:35:00+00:00,312845284.4465409,471223078.7735849
2025-05-13 08:40:00+00:00,312849231.5611111,471227084.6722222
2025-05-13 08:45:00+00:00,312853554.3989899,471231455.2979798
2025-05-13 08:50:00+00:00,312857255.47619045,471235209.04761904
2025-05-13 08:55:00+00:00,312860519.6666667,471238597.35
2025-05-13 09:00:00+00:00,312863239.8666667,471241863.96666664
2025-05-13 09:05:00+00:00,312865753.82832247,471245732.23050106
2025-05-13 09:10:00+00:00,312868267.7899782,471249600.49433553
2025-05-13 09:15:00+00:00,312870781.751634,471253468.75816995
2025-05-13 09:20:00+00:00,312875432.5392157,471259278.372549
2025-05-13 09:25:00+00:00,312880752.13809526,471265848.5190476
2025-05-13 09:30:00+00:00,312886060.6296296,471272410.46031743
2025-05-13 09:35:00+00:00,312891237.8480392,471278785.9166667
2025-05-13 09:40:00+00:00,312895815.875,471284507.0972222
2025-05-13 09:45:00+00:00,312900491.7704918,471290481.58469945
2025-05-13 09:50:00+00:00,312905428.7627119,471296630.7175141
2025-05-13 09:55:00+00:00,312910404.8102564,471302765.6
2025-05-13 10:00:00+00:00,312915394.5860215,471308953.1236559
2025-05-13 10:05:00+00:00,312920397.7294686,471315293.7487923
2025-05-13 10:10:00+00:00,312924983.8805031,471321341.1006289
2025-05-13 10:15:00+00:00,312929015.719697,471326967.52272725
2025-05-13 10:20:00+00:00,312933172.08474576,471332685.3502825
2025-05-13 10:25:00+00:00,312937852.3731343,471338741.26865673
2025-05-13 10:30:00+00:00,312942678.99444443,471345015.25
2025-05-13 10:35:00+00:00,312946329.7676768,471349770.2323232
2025-05-13 10:40:00+00:00,312948916.1338384,471354158.8661616
2025-05-13 10:45:00+00:00,312951502.5,471358547.5
2025-05-13 10:50:00+00:00,312954503.0729167,471362465.3020833
2025-05-13 10:55:00+00:00,312959681.6372549,471369074.85294116
2025-05-13 11:00:00+00:00,312962636.2121212,471372845.6060606
2025-05-13 11:05:00+00:00,312964464.14018875,471375612.0553403
2025-05-13 11:10:00+00:00,312966292.0682563,471378378.50461996
2025-05-13 11:15:00+00:00,312968119.9963239,471381144.9538997
2025-05-13 11:20:00+00:00,312969947.92439145,471383911.40317935
2025-05-13 11:25:00+00:00,312971775.852459,471386677.852459
2025-05-13 11:30:00+00:00,312976195.8826291,471391157.0
2025-05-13 11:35:00+00:00,312978822.46666664,471393819.6
2025-05-13 11:40:00+00:00,313046224.17142856,471414857.4285714
2025-05-13 11:45:00+00:00,313049886.9517544,471418554.2236842
2025-05-13 11:50:00+00:00,313054864.3796296,471423595.6574074
2025-05-13 11:55:00+00:00,313059798.5769231,471428601.2863248
2025-05-13 12:00:00+00:00,313064761.9444444,471433628.5833333
2025-05-13 12:05:00+00:00,313069732.17748916,471438654.7316017
2025-05-13 12:10:00+00:00,313074744.4904762,471443818.7952381
2025-05-13 12:15:00+00:00,313080473.24,471450589.25777775
2025-05-13 12:20:00+00:00,313085965.1142857,471457046.06666666
2025-05-13 12:25:00+00:00,313090778.7567568,471461969.4954955
2025-05-13 12:30:00+00:00,313095517.0637255,471466768.4264706
2025-05-13 12:35:00+00:00,313100252.40444446,471471564.93777776
2025-05-13 12:40:00+00:00,313105008.9402985,471476391.6865672
2025-05-13 12:45:00+00:00,313109696.73333335,471481151.84444445
2025-05-13 12:50:00+00:00,313114435.4477612,471485958.880597
2025-05-13 12:55:00+00:00,313118961.65686274,471490552.4019608
2025-05-13 13:00:00+00:00,313123450.73846155,471495109.5692308
2025-05-13 13:05:00+00:00,313128242.35555553,471499980.82666665
2025-05-13 13:10:00+00:00,313132926.44973546,471504720.1851852
2025-05-13 13:15:00+00:00,313137920.5771144,471509604.21890545
2025-05-13 13:20:00+00:00,313144647.43010753,471515728.32258064
2025-05-13 13:25:00+00:00,313167983.3435897,471525747.37435895
2025-05-13 13:30:00+00:00,313188494.1111111,471535766.7222222
2025-05-13 13:35:00+00:00,313197232.69154227,471542563.88557214
2025-05-13 13:40:00+00:00,313202513.54545456,471547775.54545456
2025-05-13 13:45:00+00:00,313206809.89705884,471552127.99509805
2025-05-13 13:50:00+00:00,313211637.17741936,471557034.6505376
2025-05-13 13:55:00+00:00,313217077.0140845,471562411.69953054
2025-05-13 14:00:00+00:00,313223651.42777777,471569820.81666666
2025-05-13 14:05:00+00:00,313229638.39726025,471577300.10502285
2025-05-13 14:10:00+00:00,313234367.989899,471582161.46464646
2025-05-13 14:15:00+00:00,313239020.7853881,471586957.0045662
2025-05-13 14:20:00+00:00,313244228.4354839,471592380.33870965
2025-05-13 14:25:00+00:00,313253480.1212121,471602375.31313133
2025-05-13 14:30:00+00:00,313266121.8994709,471615086.7248677
2025-05-13 14:35:00+00:00,313272021.79908675,471622311.9086758
2025-05-13 14:40:00+00:00,313276752.43781096,471627103.4726368
2025-05-13 14:45:00+00:00,313281666.46666664,471632044.79555553
2025-05-13 14:50:00+00:00,313286796.9191919,471637293.25252527
2025-05-13 14:55:00+00:00,313291450.4747475,471642090.3636364
2025-05-13 15:00:00+00:00,313296260.71428573,471647071.9206349
2025-05-13 15:05:00+00:00,313301011.5572139,471652166.21393037
2025-05-13 15:10:00+00:00,313305456.0192308,471656985.42948717
2025-05-13 15:15:00+00:00,313309992.6830601,471661745.13114756
2025-05-13 15:20:00+00:00,313314849.8435374,471666872.82312924
2025-05-13 15:25:00+00:00,313319281.7638889,471671573.7083333
2025-05-13 15:30:00+00:00,313324274.17808217,471676656.8173516
2025-05-13 15:35:00+00:00,313329518.3244445,471682106.26222223
2025-05-13 15:40:00+00:00,313335954.34375,471688899.84375
2025-05-13 15:45:00+00:00,313347207.1126761,471700653.5915493
2025-05-13 15:50:00+00:00,313380179.64615387,471714929.9948718
2025-05-13 15:55:00+00:00,313395255.6617647,471723584.20098037
2025-05-13 16:00:00+00:00,313403835.6820513,471730569.7846154
2025-05-13 16:05:00+00:00,313411147.23671496,471739324.1352657
2025-05-13 16:10:00+00:00,313417084.6038647,471746486.6231884
2025-05-13 16:15:00+00:00,313421734.9726027,471751201.96803653
2025-05-13 16:20:00+00:00,313426633.80751175,471756148.7183099
2025-05-13 16:25:00+00:00,313431576.6926407,471761141.5584416
2025-05-13 16:30:00+00:00,313436573.5405405,471766200.1891892
2025-05-13 16:35:00+00:00,313441621.2278481,471771307.6919831
2025-05-13 16:40:00+00:00,313446869.0350877,471776635.21929824
2025-05-13 16:45:00+00:00,313452020.34599155,471781853.721519
2025-05-13 16:50:00+00:00,313457154.7510548,471787057.89873415
2025-05-13 16:55:00+00:00,313462558.6625,471792580.6958333
2025-05-13 17:00:00+00:00,313470549.29385966,471801645.99561405
2025-05-13 17:05:00+00:00,313483591.5701754,471815333.78070176
2025-05-13 17:10:00+00:00,313492703.7965368,471826642.27272725
2025-05-13 17:15:00+00:00,313498220.79012346,471832940.80658436
2025-05-13 17:20:00+00:00,313503477.5020576,471838278.36625516
2025-05-13 17:25:00+00:00,313508776.9382716,471843642.32098764
2025-05-13 17:30:00+00:00,313514107.6625,471849049.62916666
2025-05-13 17:35:00+00:00,313519275.3122363,471854287.3375527
2025-05-13 17:40:00+00:00,313524371.1923077,471859456.8162393
2025-05-13 17:45:00+00:00,313529436.4,471864589.17333335
2025-05-13 17:50:00+00:00,313534590.6455696,471869857.0084388
2025-05-13 17:55:00+00:00,313540480.95,471876664.0416667
2025-05-13 18:00:00+00:00,313545900.13131315,471883060.5858586
2025-05-13 18:05:00+00:00,313550220.5248227,471888427.73049647
2025-05-13 18:10:00+00:00,313553687.8730159,471892011.17460316
2025-05-13 18:15:00+00:00,313558225.9,471896895.14166665
2025-05-13 18:20:00+00:00,313563943.17094016,471903265.27350426
2025-05-13 18:25:00+00:00,313569055.5625,471908437.92083335
2025-05-13 18:30:00+00:00,313574314.556962,471913753.5780591
2025-05-13 18:35:00+00:00,313579683.49572647,471919148.27350426
2025-05-13 18:40:00+00:00,313585391.37606835,471924752.4102564
2025-05-13 18:45:00+00:00,313590476.3787879,471930088.6111111
2025-05-13 18:50:00+00:00,313596207.51476794,471936700.8565401
2025-05-13 18:55:00+00:00,313601788.43162394,471942859.9444444
2025-05-13 19:00:00+00:00,313606699.4474886,471947821.05479455
2025-05-13 19:05:00+00:00,313611665.65400845,471952859.4683544
2025-05-13 19:10:00+00:00,313616807.88461536,471958068.8076923
2025-05-13 19:15:00+00:00,313621883.4375,471963206.54583335
2025-05-13 19:20:00+00:00,313627083.80833334,471968467.7083333
2025-05-13 19:25:00+00:00,313632246.1581197,471973699.7905983
2025-05-13 19:30:00+00:00,313637364.6753247,471978880.86580086
2025-05-13 19:35:00+00:00,313642488.2962963,471984055.1522634
2025-05-13 19:40:00+00:00,313647674.51476794,471989316.57383966
2025-05-13 19:45:00+00:00,313652889.06584364,471994582.05349797
2025-05-13 19:50:00+00:00,313658108.3125,471999873.3208333
2025-05-13 19:55:00+00:00,313663201.4978355,472005026.2251082
2025-05-13 20:00:00+00:00,313668111.73777777,472009994.52
2025-05-13 20:05:00+00:00,313672461.1321839,472014411.1436782
2025-05-13 20:10:00+00:00,313676994.1126126,472018980.7522523
2025-05-13 20:15:00+00:00,313681910.8119658,472023936.94871795
2025-05-13 20:20:00+00:00,313686914.72602737,472029000.25114155
2025-05-13 20:25:00+00:00,313691902.24050635,472034064.51054853
2025-05-13 20:30:00+00:00,313697021.78205127,472039259.46581197
2025-05-13 20:35:00+00:00,313702187.4092827,472044488.04219407
2025-05-13 20:40:00+00:00,313707325.62025315,472049708.6329114
2025-05-13 20:45:00+00:00,313712272.8783784,472054722.454955
2025-05-13 20:50:00+00:00,313717254.47619045,472059782.3549784
2025-05-13 20:55:00+00:00,313722425.76954734,472065033.9423868
2025-05-13 21:00:00+00:00,313726928.26455027,472069603.43915343
2025-05-13 21:05:00+00:00,313730703.2259887,472073457.18079096
2025-05-13 21:10:00+00:00,313734219.0125786,472077070.7358491
2025-05-13 21:15:00+00:00,313737698.91256833,472080625.78688526
2025-05-13 21:20:00+00:00,313741541.8706468,472084540.2089552
2025-05-13 21:25:00+00:00,313745138.7826087,472088203.01449275
2025-05-13 21:30:00+00:00,313748856.53535354,472091988.4444444
2025-05-13 21:35:00+00:00,313753504.42083335,472096721.0375
2025-05-13 21:40:00+00:00,313758195.84313726,472101501.6764706
2025-05-13 21:45:00+00:00,313762744.3286385,472106121.02347416
2025-05-13 21:50:00+00:00,313767474.7393162,472110931.0470086
2025-05-13 21:55:00+00:00,313770941.09195405,472114465.3218391
2025-05-13 22:00:00+00:00,313773101.1052632,472116710.9649123
2025-05-13 22:05:00+00:00,313774905.81666666,472118600.51666665
2025-05-13 22:10:00+00:00,313777381.7777778,472121159.1111111
2025-05-13 22:15:00+00:00,313781188.3333333,472125030.37606835
2025-05-13 22:20:00+00:00,313786432.11382115,472130327.16260165
2025-05-13 22:25:00+00:00,313791699.0329218,472135660.13580245
2025-05-13 22:30:00+00:00,313796986.4918699,472141025.5406504
2025-05-13 22:35:00+00:00,313802249.93162394,472146343.82051283
2025-05-13 22:40:00+00:00,313807443.74390244,472151602.87398374
2025-05-13 22:45:00+00:00,313812706.82520324,472156931.402439
2025-05-13 22:50:00+00:00,313817967.75308645,472162283.8518519
2025-05-13 22:55:00+00:00,313823252.4634146,472167641.85365856
2025-05-13 23:00:00+00:00,313828451.4135021,472172906.25738394
2025-05-13 23:05:00+00:00,313833662.60162604,472178219.85365856
2025-05-13 23:10:00+00:00,313838963.5761317,472183571.7242798
2025-05-13 23:15:00+00:00,313844131.16049385,472188785.7613169
2025-05-13 23:20:00+00:00,313849377.53333336,472194105.10833335
2025-05-13 23:25:00+00:00,313854622.4197531,472199421.16049385
2025-05-13 23:30:00+00:00,313859954.0691057,472204817.43495935
2025-05-13 23:35:00+00:00,313865258.18292683,472210183.199187
2025-05-13 23:40:00+00:00,313870588.54471546,472215575.9186992
2025-05-13 23:45:00+00:00,313875915.8192771,472220972.46184736
2025-05-13 23:50:00+00:00,313881219.6788618,472226333.63821137
2025-05-13 23:55:00+00:00,313886497.19512194,472231676.1219512
2025-05-14 00:00:00+00:00,313891776.4251208,472236828.6183575
2025-05-14 00:05:00+00:00,313898371.4754902,472242433.40686274
2025-05-14 00:10:00+00:00,313902041.76984125,472246070.0714286
2025-05-14 00:15:00+00:00,313905378.7777778,472249477.54320985
2025-05-14 00:20:00+00:00,313909345.06666666,472253502.2974359
2025-05-14 00:25:00+00:00,313913208.8699187,472257463.9593496
2025-05-14 00:30:00+00:00,313916661.7916667,472260983.74404764
2025-05-14 00:35:00+00:00,313921132.0745614,472265525.56578946
2025-05-14 00:40:00+00:00,313926175.55284554,472270642.1056911
2025-05-14 00:45:00+00:00,313931454.47791165,472276002.34136546
2025-05-14 00:50:00+00:00,313936781.7520325,472281408.58943087
2025-05-14 00:55:00+00:00,313942016.371308,472286711.2489452
2025-05-14 01:00:00+00:00,313946892.25777775,472291655.18222225
2025-05-14 01:05:00+00:00,313951361.6857143,472296196.6
2025-05-14 01:10:00+00:00,313955232.4248366,472300149.33986926
2025-05-14 01:15:00+00:00,313958925.25136614,472303925.1857923
2025-05-14 01:20:00+00:00,313962404.0902778,472307490.5347222
2025-05-14 01:25:00+00:00,313965321.45714283,472310480.6
2025-05-14 01:30:00+00:00,313968974.4684685,472314190.3603604
2025-05-14 01:35:00+00:00,313973450.0099502,472318736.5771144
2025-05-14 01:40:00+00:00,313977817.3952381,472323164.44285715
2025-05-14 01:45:00+00:00,313981002.9444444,472326416.6481481
2025-05-14 01:50:00+00:00,313982735.75,472328234.7916667
