timestamp,tps
2025-05-12 14:25:00+00:00,0.756578947368421
2025-05-12 14:30:00+00:00,0.74
2025-05-12 14:35:00+00:00,0.6367924528301887
2025-05-12 14:40:00+00:00,0.6490384615384616
2025-05-12 14:45:00+00:00,0.7586206896551724
2025-05-12 14:50:00+00:00,1.4298245614035088
2025-05-12 14:55:00+00:00,0.7916666666666666
2025-05-12 15:00:00+00:00,0.75
2025-05-12 15:05:00+00:00,0.7049180327868853
2025-05-12 15:10:00+00:00,0.7119565217391305
2025-05-12 15:15:00+00:00,0.7379032258064516
2025-05-12 15:20:00+00:00,0.7254901960784313
2025-05-12 15:25:00+00:00,0.7701612903225806
2025-05-12 15:30:00+00:00,0.7268518518518519
2025-05-12 15:35:00+00:00,0.8017241379310345
2025-05-12 15:40:00+00:00,0.7211538461538461
2025-05-12 15:45:00+00:00,0.7669491525423728
2025-05-12 15:50:00+00:00,0.7735849056603774
2025-05-12 15:55:00+00:00,0.7243589743589743
2025-05-12 16:00:00+00:00,0.7169871794871795
2025-05-12 16:05:00+00:00,0.7096153846153846
2025-05-12 16:10:00+00:00,0.7022435897435897
2025-05-12 16:15:00+00:00,0.6948717948717948
2025-05-12 16:20:00+00:00,0.6875
2025-05-12 16:25:00+00:00,0.684931506849315
2025-05-12 16:30:00+00:00,0.8028169014084507
2025-05-12 16:35:00+00:00,0.75
2025-05-12 16:40:00+00:00,0.7653846153846153
2025-05-12 16:45:00+00:00,0.7207792207792207
2025-05-12 16:50:00+00:00,0.7246835443037974
2025-05-12 16:55:00+00:00,0.717948717948718
2025-05-12 17:00:00+00:00,0.7389705882352942
2025-05-12 17:05:00+00:00,0.7425373134328358
2025-05-12 17:10:00+00:00,0.6642857142857143
2025-05-12 17:15:00+00:00,0.7904411764705882
2025-05-12 17:20:00+00:00,0.7647058823529411
2025-05-12 17:25:00+00:00,0.7421875
2025-05-12 17:30:00+00:00,0.7192307692307692
2025-05-12 17:35:00+00:00,0.7192307692307692
2025-05-12 17:40:00+00:00,0.7301587301587301
2025-05-12 17:45:00+00:00,0.690625
2025-05-12 17:50:00+00:00,0.778125
2025-05-12 17:55:00+00:00,0.698170731707317
2025-05-12 18:00:00+00:00,0.725
2025-05-12 18:05:00+00:00,0.8012820512820513
2025-05-12 18:10:00+00:00,0.76875
2025-05-12 18:15:00+00:00,0.7253086419753086
2025-05-12 18:20:00+00:00,0.759375
2025-05-12 18:25:00+00:00,0.746875
2025-05-12 18:30:00+00:00,0.7253086419753086
2025-05-12 18:35:00+00:00,0.703125
2025-05-12 18:40:00+00:00,0.7685185185185185
2025-05-12 18:45:00+00:00,0.7438271604938271
2025-05-12 18:50:00+00:00,0.7962962962962963
2025-05-12 18:55:00+00:00,0.7808641975308642
2025-05-12 19:00:00+00:00,0.7705479452054794
2025-05-12 19:05:00+00:00,0.7901234567901234
2025-05-12 19:10:00+00:00,0.6820987654320988
2025-05-12 19:15:00+00:00,0.7042682926829268
2025-05-12 19:20:00+00:00,0.7685185185185185
2025-05-12 19:25:00+00:00,0.7225609756097561
2025-05-12 19:30:00+00:00,0.7376543209876543
2025-05-12 19:35:00+00:00,0.8170731707317073
2025-05-12 19:40:00+00:00,0.7623456790123457
2025-05-12 19:45:00+00:00,0.7051282051282052
2025-05-12 19:50:00+00:00,0.7137681159420289
2025-05-12 19:55:00+00:00,0.69375
2025-05-12 20:00:00+00:00,0.7430555555555556
2025-05-12 20:05:00+00:00,0.7095588235294118
2025-05-12 20:10:00+00:00,0.7469135802469136
2025-05-12 20:15:00+00:00,0.7283950617283951
2025-05-12 20:20:00+00:00,0.7134146341463414
2025-05-12 20:25:00+00:00,0.7682926829268293
2025-05-12 20:30:00+00:00,0.698170731707317
2025-05-12 20:35:00+00:00,0.7932098765432098
2025-05-12 20:40:00+00:00,0.6772151898734177
2025-05-12 20:45:00+00:00,0.71875
2025-05-12 20:50:00+00:00,0.759493670886076
2025-05-12 20:55:00+00:00,0.7746913580246914
2025-05-12 21:00:00+00:00,0.75
2025-05-12 21:05:00+00:00,0.7542372881355932
2025-05-12 21:10:00+00:00,0.7616279069767442
2025-05-12 21:15:00+00:00,0.8141025641025641
2025-05-12 21:20:00+00:00,0.8061224489795918
2025-05-12 21:25:00+00:00,0.7689393939393939
2025-05-12 21:30:00+00:00,0.7331081081081081
2025-05-12 21:35:00+00:00,0.7175324675324676
2025-05-12 21:40:00+00:00,0.7111111111111111
2025-05-12 21:45:00+00:00,0.6617647058823529
2025-05-12 21:50:00+00:00,0.7338709677419355
2025-05-12 21:55:00+00:00,0.7689873417721519
2025-05-12 22:00:00+00:00,0.7331081081081081
2025-05-12 22:05:00+00:00,0.7427536231884058
2025-05-12 22:10:00+00:00,0.7666666666666667
2025-05-12 22:15:00+00:00,0.71875
2025-05-12 22:20:00+00:00,0.6882716049382716
2025-05-12 22:25:00+00:00,0.680379746835443
2025-05-12 22:30:00+00:00,0.771875
2025-05-12 22:35:00+00:00,0.7347560975609756
2025-05-12 22:40:00+00:00,0.7467948717948718
2025-05-12 22:45:00+00:00,0.7777777777777778
2025-05-12 22:50:00+00:00,0.753125
2025-05-12 22:55:00+00:00,0.7592592592592593
2025-05-12 23:00:00+00:00,0.69375
2025-05-12 23:05:00+00:00,0.7160493827160493
2025-05-12 23:10:00+00:00,0.6518987341772152
2025-05-12 23:15:00+00:00,0.75625
2025-05-12 23:20:00+00:00,0.8298611111111112
2025-05-12 23:25:00+00:00,0.7333333333333333
2025-05-12 23:30:00+00:00,0.6358024691358025
2025-05-12 23:35:00+00:00,0.7607142857142857
2025-05-12 23:40:00+00:00,0.7317073170731707
2025-05-12 23:45:00+00:00,0.7932098765432098
