0,1,2,3,4,5
2025-03-21T13:30:05.498549,hdisk3,0.0,0,0,0
2025-03-21T13:30:05.498549,hdisk2,0.0,0,0,0
2025-03-21T13:30:05.498549,hdisk1,0.0,0,0,0
2025-03-21T13:30:05.498549,hdisk0,3.0,144,36,0
2025-03-21T13:30:11.566351,hdisk3,0.0,0,0,0
